id;autors;fecha_nato
73449;Kent A. Ono;2008-03-26
73450;Bil Wright;1987-04-08
73451;Law School Admission Council;1914-07-14
73452;Maria de Fátima Silva;2006-11-29
73453;Arizona-Sonora Desert Museum Staff;1956-07-19
73454;Lisa Turvey;1939-12-25
73455;Rikki Hunt;1982-12-15
73456;Ron Felzer;2020-02-22
73457;James Stevenson-Hamilton;1906-03-22
73458;John M. Cohn;1952-08-07
73459;Manoshi Das;1949-04-09
73460;Robert Sackville-West;1975-09-28
73461;Fisher Ames;2021-01-20
73462;Frank Belknap Long;1941-09-25
73463;John E. Eichenlaub;1913-10-21
73464;Frederick Ira Ordway;1983-10-06
73465;Health Research;1962-06-19
73466;Lynnea Chapman King;1906-07-04
73467;Mike Jahn;1986-05-02
73468;Petrine Day Mitchum;1953-01-03
73469;R. David Thomas;1960-09-25
73470;Agathe Thornton;2007-01-03
73471;Dr. Gregory;1968-03-27
73472;Dan Gentile;1949-01-28
73473;Geoffrey Stephenson;1997-02-25
73474;Beverly Robertson;1923-09-01
73475;Michael Neumann;1946-11-15
73476;Sam Biser;1959-03-21
73477;Lisa Sanders;1995-12-15
73478;Herbert E. Craig;2014-03-05
73479;Ralph Gilson;2020-08-05
73480;Peter A. Athens;2003-02-09
73481;Patrick Weston Joyce;1952-06-03
73482;Richard Duerrstein;1903-08-29
73483;Selim Deringil;1908-08-11
73484;James Walsh;1983-04-01
73485;Lora Leigh;1912-03-27
73486;STACY PHILLIPS;1925-02-23
73487;Boyd Morrison;1935-04-01
73488;Erika Bukkfalvi Hilliard;1990-06-22
73489;William Hickey;1948-10-10
73490;Alvin James Fairbrook;1908-11-07
73491;Byron Farwell;2020-11-28
73492;P. Oslin;1964-05-29
73493;Peter Alderson;1922-01-30
73494;Quinter Marcellus Lyon;2018-02-13
73495;John G. Hangin;1958-07-17
73496;Peter Ghosh;2015-02-17
73497;Sarah Graham-Brown;1933-10-18
73498;Samuel Lamerson;1920-01-09
73499;Steve Silbiger;1957-01-24
73500;Slobodan N. Vukosavic;1935-09-21
73501;Julius Cruse;1960-09-25
73502;Philip J. Landrigan;1978-12-14
73503;Donald S. Lopez;1943-08-11
73504;Emma Pearl Wilson Carter;1979-04-15
73505;Robert William Butler;1966-04-17
73506;Gary GabelHouse;1923-06-07
73507;Joan Serrat;1902-07-03
73508;Albert J. Von Frank;1956-12-14
73509;Susan McHugh;1913-01-09
73510;Simcha Raz;1949-11-08
73511;Samuel G. Blythe;1933-03-03
73512;Susan McCurry;1924-05-02
73513;John Hohenberg;1996-04-16
73514;Tze-Lan D. Sang;1971-12-27
73515;Rong Fan;1962-07-14
73516;Joan Halmo;2009-12-16
73517;Rubin Carter;1911-07-22
73518;Laureen Snider;1984-11-28
73519;Eitoku Sugimori;2008-03-16
73520;Deirdre Davis Brigham;1990-10-16
73521;Bernd Becher;1958-11-02
73522;Christopher Jarrold;1933-12-02
73523;Charles DeBenedetti;2000-11-05
73524;Jonathan Falla;2002-10-29
73525;Mary Neasham;1963-12-20
73526;Linda Howe;1995-01-31
73527;Libby Rich;1995-07-31
73528;Gregory Michno;1950-07-25
73529;Delano Eelzak;1902-11-20
73530;John Watson;1925-04-22
73531;Bill Center;1922-02-05
73532;Rocky Saenz;1970-09-12
73533;Sheree Fitch;1955-12-05
73534;James G. McCarthy;1930-05-31
73535;Georgio Rittenhouse;2013-10-08
73536;Venden Morris;1900-10-28
73537;Henri de Monfreid;1926-03-23
73538;John David Scalamonti;1902-05-06
73539;Emma Harrington;1943-02-28
73540;Brian Cull;2006-05-26
73541;Percy Hammond;1986-06-16
73542;J. R. Ward;1969-11-27
73543;Susan Roraff;1965-04-04
73544;Cora Seton;2015-04-14
73545;Diane Swanson;1956-04-24
73546;William G. Little;1999-03-16
73547;Helen K Bond;1959-04-26
73548;Irwin Altman;1943-04-24
73549;Tony Mancill;1982-12-15
73550;Terri Casey;1954-10-01
73551;Walter A. Rosenbaum;1937-07-19
73552;Grace Jantzen;2000-04-19
73553;Mike Carter;1998-12-15
73554;Dian Thomas;1914-09-18
73555;Mark J. P. Anson;1966-09-19
73556;Arthur K. Wheelock;1945-03-02
73557;B. J. Ellis;2000-09-02
73558;Irwin A.. Hyman;2005-01-20
73559;Gary Sick;1913-04-23
73560;Ronald Segal;1970-08-26
73561;Michael B. Stroh;1951-02-28
73562;Kevin A. Fall;1957-12-16
73563;Georgie. Historic Preservation Section;1969-01-30
73564;Francis J. Geck;1900-11-26
73565;Gill Hasson;2008-10-15
73566;Robert L. Devaney;1979-01-22
73567;Leslie Miller-Bernal;2021-08-24
73568;Julie Jordan;1978-04-01
73569;Ken Robinson;1909-02-11
73570;Philip Agee;2020-12-28
73571;Mario I Aguilar;1982-12-03
73572;Ed Martingale;2008-04-09
73573;Zweig;1987-02-05
73574;Arthur Joseph Munby;1980-11-04
73575;Jean Saunders;1995-04-15
73576;Yoga Niketan;2007-05-28
73577;Robert Van Voorst;1933-09-01
73578;George Angell;2019-06-22
73579;C. Milton Wright;1940-10-14
73580;Alon Y. Avidan;1932-07-21
73581;Nelson Goodman;1904-07-01
73582;Jack Munoo;1935-01-24
73583;James Wood;1941-06-09
73584;Peter H. Selby;1969-10-19
73585;United States task force staff;1966-08-25
73586;Alger Morton Fitch;1930-03-08
73587;Lawrence R. Samuel;1938-06-05
73588;Joan Kelly;1943-11-16
73589;Vojin G. Oklobdzija;1932-10-22
73590;Ivan Fallon;1934-12-08
73591;Margaret Foot;1998-10-18
73592;Jeff Haynes;2008-10-23
73593;James Hill;1972-02-11
73594;Bill Conlin;1971-06-28
73595;New York State Library;2009-02-25
73596;Rita E. Numerof;1943-01-01
73597;Richard Fisch;2005-10-26
73598;Peter Garrity;2000-12-03
73599;Saddleback Publishing;2000-03-23
73600;Sophie McKenzie;2016-12-04
73601;Naval Department;1943-10-06
73602;Lorna R. Vanderhaeghe;1934-04-20
73603;Dieter W. Langbein;1987-11-07
73604;Joanna Fortune;1978-10-10
73605;John S. Workman;1936-02-02
73606;Mikyla Bruder;1990-09-26
73607;Sanjay K. Nawalkha;1998-12-22
73608;George Bryce;1992-08-11
73609;David Klooz;1956-06-30
73610;Mark A. Fabrizi;1908-03-28
73611;Raymond F. Toliver;2016-10-02
73612;Chris Calkins;1988-05-01
73613;Jean Seder;1999-02-28
73614;Jules Deelder;1909-04-12
73615;Barbara Ker Wilson;1973-10-16
73616;Joseph R. Dominick;2018-11-28
73617;Marko Perko;2003-02-03
73618;John Heminway;1993-11-06
73619;Don Pintabona;1974-12-03
73620;Glen V. Berg;2020-03-13
73621;Donald VanDeVeer;1986-06-11
73622;Maurice Valency;1940-01-25
73623;Moira Egan;1935-11-01
73624;Sheba Collective;1927-04-14
73625;Darrell Scott;1949-03-04
73626;Gail Winger;1928-06-08
73627;Clarence P. Gould;1978-01-15
73628;Vaughn R. A. Call;1989-02-03
73629;Karl Heinz Marquardt;1981-08-06
73630;Onno Oerlemans;2020-02-18
73631;Tracy A. Brice;1954-12-30
73632;Gueorgui Pinkhassov;1994-04-02
73633;Sophie Danielson;1952-06-30
73634;Mark Light;2015-03-05
73635;Edgar Martinez-Moro;2014-03-31
73636;Jerry Keenan;1954-09-15
73637;Micah S. Hackler;1961-12-25
73638;Rob Decina;2019-10-15
73639;Barbara Weiland Talbert;1943-05-21
73640;Michael H. Crawford;1970-10-20
73641;W. D. Kay;2012-11-12
73642;Albert L. Weeks;2012-10-07
73643;Douglas Ward;1917-03-14
73644;Cecelia Eaton Luschnig;1912-06-03
73645;Bob Tucker;1962-10-12
73646;Maud Bodkin;2003-05-15
73647;Julius Stone;1949-08-11
73648;Branko Bogdanovic;1904-04-12
73649;Methodist Church (U.S.). Commission on Worship;2012-01-06
73650;Manya Kahn;1929-05-26
73651;George Rawlings Poage;2014-09-23
73652;Thomas Lux;1944-04-23
73653;Maritha Pottenger;1948-10-02
73654;"Kane""]";1971-04-01
73655;W. Gunther Plaut;2018-08-01
73656;Caroline Pitcher;1930-05-19
73657;Mildred Jordan;1990-01-08
73658;Willits Dyer Ansel;1901-07-08
73659;Kevin Greaves;1907-09-24
73660;Gregory Lynn Branch;2014-09-15
73661;Frazier Hunt;1972-06-07
73662;Michael Arkush;1993-02-16
73663;Mike Suib;2009-08-22
73664;Charlotte Craft;2020-05-13
73665;John Dunson;1953-12-01
73666;Sheldon Jaffery;1996-09-03
73667;Anthony J. Vallone;1982-10-19
73668;Helen Ovbiagele;1974-02-03
73669;John Stossel;1968-08-21
73670;Ben DeVries;1930-08-20
73671;Joachim Latacz;2016-01-25
73672;C. B. Christiansen;1987-04-17
73673;Keith Elliott;1919-02-21
73674;Jeffrey M. Laderman;2004-03-02
73675;Hugh Milton Miller;1927-11-03
73676;Manuel Antonio Noriega;1974-09-03
73677;Darren Crosdale;1954-12-19
73678;William Muir;1900-03-29
73679;V. A. Stuart;1921-02-05
73680;Margaretta Jolly;1980-09-22
73681;Louise M. Pryke;1953-05-06
73682;Christopher T. George;1916-08-06
73683;Bill Clarke;1927-09-09
73684;Littell McDougal, Houghton;1917-03-26
73685;Sandra Anselmo;1939-12-30
73686;Michael O. Tunnell;1936-07-22
73687;Marcia L. Colish;1975-12-04
73688;Andrew Chase;1901-10-18
73689;O. F. Walton;1951-09-01
73690;George Armstrong Custer;1920-09-09
73691;Saint Ignatius (of Loyola);1919-07-24
73692;Charles T. Clotfelter;2003-05-02
73693;Khaled El-Rouayheb;1900-09-22
73694;C. Haffner;2001-05-13
73695;Harry Vardis;1952-05-02
73696;Golf Digest;1941-07-01
73697;Matthew J. Curland;1931-11-18
73698;Jill Eileen Smith;2018-09-02
73699;Trish Herbert;1942-02-12
73700;Sallie Wolf;2016-05-14
73701;Ken Darby;1988-06-25
73702;Eileen Edwards;1991-01-06
73703;Mike Shenk;1969-10-23
73704;Artemis Cooper;1946-07-27
73705;Eric Friginal;1910-12-13
73706;Arthur Katz;2004-07-11
73707;American Library Association. Young Adult Services Division;1924-02-28
73708;Phyllis Burke;2011-06-02
73709;Paul O. Carrese;1923-09-13
73710;Ramamurthi;1916-01-22
73711;Rosella R. Wallace;1974-12-06
73712;Bernard Noel;1937-04-01
73713;Debbie Schell;2008-11-30
73714;Вашингтон Ирвинг;1982-06-16
73715;Jennifer Worick;1918-01-23
73716;Penelope S. Duffy;1950-02-06
73717;Karla Alexander;1948-03-23
73718;Tony Walker;1912-11-16
73719;Joachim K. Krauss;1922-03-06
73720;Larry Crabb;2004-05-13
73721;William McGowan;1971-08-12
73722;George A. Romero;1983-09-08
73723;Frederick S. Hillier;2015-04-15
73724;Danny Willis;2014-04-15
73725;Shelby Hearon;1963-04-04
73726;Valerie J. McIntyre;2002-12-02
73727;Suzanne Marie Adele Beauclerk St. Albans;1974-11-18
73728;Joshua G. Timbrook;1917-10-30
73729;Lucía Caycedo Garner;2012-04-29
73730;Clements Publishing;2003-01-24
73731;P. S. Meadows;1980-11-02
73732;B. I. Flight;1913-08-21
73733;Mikl¢s B¢na;1902-05-01
73734;C K Chua;1904-01-08
73735;Tarell Alvin McCraney;1902-01-15
73736;Robert W. Service;1943-12-07
73737;Janet McAdams;1993-01-25
73738;Crystal Bartolovich;2014-11-14
73739;Laurie Efrein Kahalas;1900-04-25
73740;Jerry Marshall Jordan;1965-09-20
73741;Weston Ochse;1927-12-12
73742;Sister Geneviève (of the Holy Face);1922-05-27
73743;Bets Ramsey;2002-06-04
73744;Murray Chandler;1961-12-08
73745;Ashley Bouder;1970-09-17
73746;Jack Murray;2019-09-01
73747;Helen McDonald Exum;2019-04-10
73748;Thomas F. Lee;1931-11-08
73749;Richard W. Wetherill;1963-06-20
73750;Vrank Post;1965-11-28
73751;Roland J. De Vries;1979-06-19
73752;Polly Alison Morrice;1955-12-23
73753;James N. Gilmore;2013-02-04
73754;Pat Murray;1943-01-06
73755;Paul McPartlan;1969-02-23
73756;Paul Rabinow;1915-03-06
73757;David Brock;1969-08-18
73758;Emmett Clifford;1928-04-30
73759;William Caxton;1965-11-14
73760;Stephen B Bagley;1936-07-15
73761;Jamgon Mipham;1990-06-01
73762;Kimberly Hutchings;1985-08-29
73763;Richard B. Alley;1978-10-29
73764;Joseph Cornet;1950-04-13
73765;Stephan Hüfner;1900-07-15
73766;Allen J. Christenson;1927-01-14
73767;Amber Rae;1972-03-19
73768;Walter Van De Putte;1951-11-28
73769;Michael Farr;1907-05-26
73770;Suzanne W. Morse;2007-10-14
73771;Joseph F. Martin;1924-07-18
73772;Ric A. Weinman;2000-03-16
73773;Ralph B. Levering;1973-08-08
73774;S. W. Erdnase;1922-06-28
73775;Maitland A. Edey;1924-06-20
73776;Alexis Klotz;1918-09-06
73777;Bob Dyer;1901-05-21
73778;Bonnie D. Schwartz;1905-02-24
73779;Germany. Oberkommando der Wehrmacht;1957-02-16
73780;Terry Dean;1926-11-08
73781;Nick Engler;1944-02-06
73782;Ron Smith;1990-06-15
73783;James S. Chisholm;1940-06-16
73784;Mike Turner;1956-02-22
73785;John Ingles;1959-02-17
73786;Sherry B. Ortner;1976-05-02
73787;Margaret Ryan;2011-09-02
73788;David G. Creamer;1956-01-05
73789;David Stevenson;2020-11-15
73790;Frances Temple;1959-07-07
73791;Johanna Drucker;1977-09-26
73792;Susan D. Miller;1979-08-20
73793;Torrance Kirby;1962-11-23
73794;Harold R. Raymond;1997-11-03
73795;Warren Miller;1994-08-23
73796;The Culinary Institute of America (CIA);1943-07-06
73797;William Contento;1997-01-20
73798;Bill Ford;1904-04-26
73799;Arne Dahl;1943-06-02
73800;Fred Sokolow;1981-02-19
73801;Carroll Van West;1906-08-21
73802;Bernard Venables;2013-11-03
73803;Joan Wyndham;2010-04-09
73804;Steven Hawson;1992-07-17
73805;Xaviant Haze;1927-10-05
73806;Karol Wojtyla;1903-06-19
73807;W. Julian Parton;2018-06-27
73808;Garret Romaine;1924-08-16
73809;William Henry Giles Kingston;1959-03-25
73810;Wolfgang Emmerich;1922-01-20
73811;Boling Guo;1912-12-02
73812;Susan Epstein;2005-02-13
73813;Donald J. Leopold;2013-07-04
73814;Carolyn C. Wise;1955-04-17
73815;Philip H. Kern;2001-06-25
73816;Edgar Bodenheimer;1928-02-15
73817;Tim Carroll;1981-02-15
73818;David M. Rosenthal;1959-02-19
73819;Randi L. Massingill;1994-12-12
73820;Kathleen Campbell;1929-01-03
73821;Susan Sloate;1947-02-14
73822;Stephen Powers;1968-09-21
73823;Ron Schmitt;2014-10-07
73824;Charles Harris Wesley;2003-09-11
73825;Marsha Lynn Beeman;1943-12-16
73826;G. Ramamurty;1955-04-01
73827;Arnab Ray;2000-06-02
73828;PAUL E. LEHR;1988-04-12
73829;Danny Sullivan;1992-05-30
73830;Gilbert Baumslag;1993-01-02
73831;John E. Raitt;2001-12-06
73832;Lauralee Bliss;1934-06-04
73833;M. P. Narayanan;1990-01-10
73834;Margaret Irvin Carrington;1951-04-30
73835;Cathy Crimmins;1927-02-05
73836;Stanley Cohen;1935-04-17
73837;Sarah Schulman;1917-04-08
73838;Lizzie van den Ham;1901-03-01
73839;John Thomas Lane, sss;1923-08-27
73840;Cecilia Dean;1962-01-19
73841;Linda Kaplan;1969-09-25
73842;David Sheff;2005-09-09
73843;Lyn Vinnick Kaller;1924-03-06
73844;Jack Stanner;2000-10-20
73845;Raya Dunayevskaya;2000-09-19
73846;Christina Vella;1928-02-21
73847;Ray Kurzweil;1959-01-27
73848;Wataru Ohashi;1979-05-28
73849;Duby Tal;1963-10-09
73850;Donna Riley;1944-09-20
73851;Mark Ames;1937-01-27
73852;IntroBooks;1935-11-23
73853;Marion Ansell;1966-05-01
73854;Robert F. A. Studds;2014-02-17
73855;Dr. Gio Valiante;1962-06-25
73856;Sanford H. Kadish;1948-11-13
73857;David Matheson;2015-12-10
73858;Elinor Peace Bailey;1986-10-20
73859;Robert B. Stone;1933-10-28
73860;Nicholas P. Higgins;1959-07-11
73861;Martha Gerhart;1992-03-15
73862;Marie-Therese Weston;1968-10-02
73863;Philipp Lenssen;1953-06-08
73864;Franklin Westcott Robinson;2011-08-12
73865;Andrew Chapin Richardson;1900-06-14
73866;Lawrence Kushner;1909-05-28
73867;Mary Ann Hallenborg;1940-03-11
73868;Robin Kelley;1917-01-19
73869;Benjamin J. Ryan;1993-07-30
73870;Gina Matthews;1990-01-14
73871;Scott Alan Stewart;1973-10-28
73872;Mary Irish;1949-09-08
73873;Michael S Russell;1958-08-07
73874;Douglas Charles Blood;1973-12-12
73875;Gregory W. Brock;1984-07-05
73876;Gerald Jay Sussman;1972-06-30
73877;D. Kern Holoman;1920-10-24
73878;Jo Ann Brewer (Educator);1919-04-24
73879;Bija Bennett;1921-11-08
73880;Murray Beck;1915-07-06
73881;Emergency Planning Society. Professional Issues Group;1995-02-01
73882;Stacy Gueraseva;1912-08-19
73883;Lowell Thomas Jr.;1948-02-21
73884;Thomas Okey;1900-01-08
73885;Barrie Roberts;1904-12-17
73886;Calum Reuben Knight;2012-05-29
73887;James F Masterson;1966-03-21
73888;Jake Fuchs;1903-01-05
73889;Lisa Appignanesi;1975-06-12
73890;Mary H. Herbert;1922-03-26
73891;Nancy C. Baker;1950-05-22
73892;Seymour L. Hess;1994-07-31
73893;Stuart J. Malkin, Ph.D.;1935-11-20
73894;Irving Burstiner;2009-08-04
73895;Monte Carpenter;1903-08-12
73896;Michael Jeneid;1961-09-29
73897;Floyd F. Dickerson;1945-12-24
73898;Janet Laurence;2016-02-23
73899;Brian Mitchell;1957-03-15
73900;Scott Robinette;1993-06-11
73901;Milo Rigaud;1949-04-04
73902;John Woods;1995-05-25
73903;Jennifer C. Freeman;2003-08-04
73904;Cynthia Freeman;1900-10-20
73905;Jedediah Strong Smith;2000-03-07
73906;James C. Tily;1922-12-17
73907;Thomas Cary Johnson;1902-10-26
73908;Stephen Covey;2009-05-05
73909;Stanley Hyland (Ph. D.);2009-07-11
73910;Dr. R. K Jain;1989-06-04
73911;Tom T. Hall;1939-02-17
73912;Chandan Sengupta;2009-07-19
73913;Lisa Barnes;1919-11-18
73914;Allan Mallinson;1900-02-25
73915;Kim Hunter;1931-10-29
73916;Charles Chandler;1922-11-04
73917;Peter Burke;1924-03-30
73918;Diarmuid Ó Murchú;1981-04-08
73919;Robert B Stone;2002-02-02
73920;Lane P Jordan;1920-12-26
73921;Mary Heaton Vorse;1975-09-19
73922;Vladimir B. Ginzburg;1953-10-30
73923;Alan Jeffreys;1972-04-23
73924;Иван Сергеевич Тургенев;1908-03-03
73925;H. Scott Fogler;1900-09-19
73926;Shaneequewa Samuels;1955-12-15
73927;Fernando Naranjo Madrigal;1971-10-22
73928;Betty Davies;1908-04-08
73929;Signet Staff;1972-04-23
73930;Peter R. Farley;1926-08-05
73931;Lincoln Lawrence;1908-06-18
73932;Steven Tuttle;1939-05-13
73933;Judith Walzer Leavitt;1980-08-28
73934;Dorothy M. Taguchi;1944-08-14
73935;Christian Elling;1954-10-02
73936;Barry Wasserman;1953-08-06
73937;Michael Zeiler;1906-07-15
73938;Alice Poynor;2006-01-13
73939;E. Romans;2002-08-02
73940;Gordon Willey;1936-09-17
73941;Jennifer Dunne;1981-09-03
73942;David Fitzgerald;1954-08-14
73943;Joyce M. Roché;2019-08-14
73944;Charley Gerard;1998-06-13
73945;David Rosenberg;1976-10-24
73946;Barry Steven Roffman;1919-07-19
73947;E. F. Knight;1962-10-18
73948;William Best Hesseltine;1938-12-25
73949;Warren James;1919-06-20
73950;Catullus,;1918-08-04
73951;Kim Hà;1975-10-21
73952;Sid Latham;1952-02-19
73953;University of Alabama;1922-02-19
73954;Ezra Taft Benson;1987-08-22
73955;Charles Kay Ogden;1976-06-30
73956;Frank Rodgers;1924-11-01
73957;Jeukendrup, Asker;1916-12-14
73958;James S. Atherton;1981-12-05
73959;Ren-Raw Chen;1940-10-12
73960;Jeff Adams;2011-07-30
73961;Meredith Maran;1915-01-30
73962;Holly Homer;1999-10-24
73963;Stephen Sheard;1934-11-13
73964;E.P. Roe;2012-05-23
73965;Margaret Mark;1907-11-26
73966;Helmuth Graf von Moltke;1936-02-23
73967;Beat P. Kneubuehl;1958-11-06
73968;Tessa Woodward;2002-09-20
73969;Lee Livingood;1990-04-18
73970;Jack Dierks;1946-12-01
73971;Dawnine Spivak;1991-05-17
73972;Paul M. S. Monk;2000-07-16
73973;Wilfred Cantwell Smith;1970-07-09
73974;Tony J. Ward Jr.;2007-04-08
73975;Patrick Dennis;1924-12-28
73976;Thomas Arthur Rickard;1976-09-24
73977;Joel I. Gersten;1948-06-18
73978;Anthony Carroll;1913-02-12
73979;Cheryl Paradis;1923-03-21
73980;Robert L. May;1945-11-26
73981;American Society for Photogrammetry and Remote Sensing;1983-06-03
73982;Joseph TAYLOR (Head Master of the Academy, Dronfield.);1954-11-23
73983;Saira Ramasastry;1948-06-14
73984;Derek Padula;2017-02-13
73985;Brigid Kemmerer;1994-10-03
73986;Skip Williams;1992-01-02
73987;Ralph D. Thomas;1985-03-14
73988;Robert L. Goodman;1970-12-23
73989;Edward Sagarin;1988-03-26
73990;Mark Alan Colety;1944-03-19
73991;Raf de Bont;2008-08-10
73992;Linda Cullum;1920-04-17
73993;Navigators;1921-06-21
73994;John D. Green;1995-08-19
73995;Carl R. Baldwin;1914-02-18
73996;United States. Congress. Joint Committee on Short-Time Rural Credits;1952-05-26
73997;Erin Stewart;1936-09-03
73998;Greg Mitchell;2015-06-15
73999;Linda Pillière;1904-11-25
74000;Linda Bronson;1915-02-15
74001;Robert Boyer;1933-04-29
74002;Charles London;1922-04-03
74003;Gordon Ehlers;1931-05-01
74004;P. Wodehouse;1938-04-28
74005;Benka;1985-10-08
74006;Marjan Hof;1930-06-27
74007;Chris Nelson Dorman;1957-06-12
74008;Victoria Stuart;1939-03-16
74009;James R. Evans;2012-05-01
74010;Maud Lindsay;1994-04-25
74011;Mary Kirby;1929-07-01
74012;Billy R. Hughes;1999-07-23
74013;Helen Ashton;1921-12-20
74014;Matthue Roth;1987-06-16
74015;Margaret Wettlin;1910-11-05
74016;Len S. Rubin;1934-04-24
74017;Martha C. Sammons;1985-03-19
74018;Thomas Harlan;1923-03-19
74019;Frederick J Gravetter;1943-04-21
74020;HJ Schoeps;1981-04-21
74021;Stanley J. Grenz;1938-11-14
74022;Marion Wheeler;1942-10-28
74023;Lisa Champelli;2002-06-23
74024;Brother Roland;1940-07-31
74025;Royal Astronomical Society of Canada;2008-11-27
74026;Jesse Montgomery Seaver;1928-08-26
74027;Maggie Shipstead;1945-05-09
74028;Vonna Harper;1994-11-30
74029;Abraham Polonsky;2021-08-22
74030;Ashley Jackson;1936-09-13
74031;Michelle K. Ebbin;1987-11-29
74032;Donald L. Brady;1993-01-25
74033;Patricia Morrisroe;1902-09-09
74034;Sidney Lee;1992-04-23
74035;Hilary Tham;1911-08-06
74036;Ana C. Jarvis;1903-11-28
74037;Jeffrey Richter;1902-01-31
74038;Mark E. Cooper;1992-10-05
74039;John Hubner;1935-02-02
