it;publisher unico;id_ubicacion
10668;Ronnie Sellers Productions;384
10669;Eight Books Ltd;265
10670;William Andrew;330
10671;Graphic Universe ™;371
10672;Pennsylvania Academy of Fine Arts;19
10673;Heyday Books;328
10674;Bloodaxe Books Limited;291
10675;Pitambar Publishing;141
10676;Federal Street Press;310
10677;"Oxford [England] : Clarendon Press ; Oxford ; New York : Oxford University Press";82
10678;Great Valley Books;263
10679;Isaro Publishing Ltd;374
10680;Magill Bibliographies;292
10681;Northwestern Univ Center for public;130
10682;Reading Railroad Books;12
10683;I.B.Tauris;170
10684;Diana Edit;334
10685;Piper Verlag;117
10686;KIT Publishers;148
10687;Warman's;40
10688;Houghton Mifflin Books for Children;319
10689;Living Family Albums;126
10690;Austin Macauley Publishers;371
10691;Bookstand Publishing;198
10692;Steve Canada;279
10693;Eve Dyer Consulting Pty Limited;94
10694;Tere Liye;322
10695;Jolly Learning Ltd;232
10696;Rattapallax;335
10697;Connect with Your Kid Books;361
10698;Edizioni Grenelle;208
10699;Marc de Piolenc;139
10700;Waterville, Me. : Thorndike Press;15
10701;Quale Press;128
10702;Attic Studio;324
10703;Penguin Group(CA);310
10704;EPM Publications;244
10705;Santa Fe, NM : Clear Light Publishers;151
10706;McMillan Publications, Incorporated;168
10707;Paton Professional;314
10708;Gloucester Crescent;393
10709;Atelos Press;258
10710;101 Book;350
10711;Old Castle;101
10712;R G Landes Company;64
10713;Racine, Wis., Whitman Publishing Company [1964];26
10714;Lyceum Books;49
10715;Fairview Baptist Church;373
10716;National Library of Australia;151
10717;Parents As Partners Press;345
10718;Wolters Kluwer Law & Business;320
10719;S&S Learning Materials;232
10720;Grace Publications;288
10721;Back Country Press;144
10722;Spotlight Poets;124
10723;Cypher Books;43
10724;Mulholland Press;53
10725;Minneapolis, Minn. : New Rivers Press;146
10726;Clements Pub.;197
10727;M J P Publishing;72
10728;Synergy Press;38
10729;Simon & Schuster Children's Publishing/Atheneum;10
10730;Trinity PressIntl;372
10731;Engage Pub;187
10732;New Japanese Bible Center;388
10733;Army;101
10734;Lakeshore Communications;289
10735;CRC-Press;359
10736;Susan G Butruille;382
10737;Národní muzeum;64
10738;Portland, Or. : Champoeg Press;300
10739;Hugh Reginald Haweis;392
10740;Poet Born Press;256
10741;Angel Pressof Wisconsin;354
10742;Red Jacket Press;182
10743;Toronto, McClelland and Stewart;382
10744;DiscoverBits Press;159
10745;Dearborn Real Estate Education;297
10746;Trivium LLC;215
10747;Aviation Maintenance Technicia;278
10748;Jason Bulger;54
10749;TripBuilder;255
10750;St. John's, Nfld. : Flanker Press;310
10751;GROSSET&DUNLAP;108
10752;Callenbach;215
10753;Houston : Arte Publico Press;248
10754;The Hague Centre for Strategic Studies;318
10755;Charles Capps Ministrie;108
10756;American Institute of Physics;34
10757;Countinghouse Press;233
10758;Blind;52
10759;Createspace LLC USA;341
10760;Findaway World;91
10761;Carlton Press;128
10762;Duquesne;258
10763;Shepperson History Humanities;48
10764;KAZI PUBN Incorporated;260
10765;Operational Politics Incorporated;85
10766;A.N.C. Media Publishing;166
10767;Select Registry;349
10768;Sherwood Sugden & Company;274
10769;Skira Editore;202
10770;Charlotte W Skelton;52
10771;Hove Foto Books, Limited;53
10772;American Anthropological Association;188
10773;Inst of Noetic Sciences;40
10774;Critics Choice Paperbacks/Lorevan Publishing;48
10775;Dark Horse Books;269
10776;Peony Press/Anness;347
10777;Library of America John Steinb;98
10778;Rich Zubaty;193
10779;Atria Books/Beyond Words;6
10780;Roy A Higgins;363
10781;Masarykova univerzita;206
10782;Fireword Pub Incorporated;400
10783;MacMillan UK;114
10784;Manitoba Education, [Special Materials Services];204
10785;Womens Intuition Worldwide;238
10786;Force Books Incorporated;242
10787;Roli Books;330
10788;Nautical & Aviation Publishing Company of Amer;85
10789;Harlequin Treasury-Harlequin Regency 90s;340
10790;Mozaiek;37
10791;Ntc Business Books;56
10792;Waanders Publishers;347
10793;Im Pub;193
10794;Little Grey Rabbit;268
10795;Fairleigh Dickinson University Press;120
10796;Word Works Books;141
10797;Silhouette Books;317
10798;Women's Intuition Worldwide.;222
10799;Melanie Macek;317
10800;Editorial Kier;111
10801;RK Close Books & Big Tree Publishing;221
10802;XML Press;93
10803;Ez Quilting by Wrights;173
10804;Bharatiya Vidya Bhavan Chowkhamba;40
10805;Money Edge Publishing;351
10806;Geological Society of America;276
10807;Before the Beginning Began;148
10808;War College Series;335
10809;WordFire +ORM;393
10810;Beaver Creek Publishing Llc;400
10811;Lake Claremont Press;125
10812;Burgoon Pub;308
10813;Health Plus Pub;19
10814;New York : R. R. Bowker;313
10815;Kodansha Globe;79
10816;Pmapublishing.com;285
10817;Oryx Press;223
10818;Barkhuis;252
10819;Macfarlane Walter & Ross;75
10820;Phil Rosette;227
10821;Gage Distribution Company;85
10822;Advice Press;301
10823;National Nurses in Business;178
10824;Western Front;286
10825;Society for the New Message;224
10826;CLAIRVIEW BOOKS;84
10827;Schmidt Interactive Software Incorporated;234
10828;Wyman Communications Incorporated;165
10829;Tradingmarkets Publishing Group;219
10830;Pavilion Children's Books;189
10831;Class Publishing Ltd;181
10832;Armour of Light Publishing;46
10833;HarperCollins Young Adult;42
10834;FinanzBuch Verlag;103
10835;"Boston; Toronto: Little, Brown";286
10836;Nvision Publishing;64
10837;Prestel Verlag;33
10838;United Nations Publications UNIDIR;110
10839;Channel View Publications;215
10840;Academic Resources Corp;292
10841;Novall Khan;251
10842;Upstart Library Promotionals;78
10843;Archie Comic;14
10844;Amer Inst of Physics;55
10845;by Mocktime Publication;354
10846;Elements Unleashed;140
10847;EDIPUCRS;14
10848;Can't You Sleep, Little Bear;232
10849;McClain Printing Company;379
10850;Crux Publishing Ltd;145
10851;National Middle School Association;16
10852;Famous Daves Foundation;37
10853;Asiapac Books Pte Ltd;398
10854;Sports Illustrated;332
10855;Conway Maritime Press;165
10856;Goddard PressInc;221
10857;Tilbury House Publishers;103
10858;Astrolog;392
10859;Uka Press;386
10860;IQRA International Educational Foun;296
10861;Oxford Choral Classics Collections;10
10862;Quantum Publishing, Incorporated;143
10863;Bookdash;228
10864;David Zwirner Books;56
10865;Uitgeverij Noer;198
10866;Annie's Attic, LLC;324
10867;Hodder Education Publishers;217
10868;Vilo International;218
10869;Encyclopaedia Britannica;332
10870;Bridge Logos Fndtn;350
10871;Fine Edge Productions;60
10872;Scholars Press;111
10873;Berklee PressPublications;385
10874;Windhorse Publications (UK);386
10875;Lanoo Books;348
10876;London : Harvill Press;131
10877;Flying Machine Press;50
10878;Saqi Books;165
10879;Mazz Marketing Inc;382
10880;Jefferson, N.C. : McFarland & Company;154
10881;Psychological Assessment Resources Incorporated;102
10882;LA Siesta Press;31
10883;Cycling Resources;137
10884;Carroll & Graf;36
10885;Vince Poscente - Author;167
10886;Fraser Publishing Company;236
10887;M&S;326
10888;Galilee Trade;368
10889;Baker & Goodman;198
10890;Demos Medical Pub;310
10891;Select Books Incorporated;67
10892;Beaverlodge, Alta. : Horizon House Publishers;85
10893;Perigee Books;58
10894;Nebraska State Historical;114
10895;Showdown Enterprises;143
10896;Glen-L. Marine Designs;242
10897;Hawkibinkler Press;302
10898;Susan Oh Cha, Ph.D.;303
10899;Berklee Press;220
10900;Stackpole Classics;116
10901;Indianapolis : Howard W. Sams;85
10902;Sister Publishing;49
10903;Pace Publications/Dmr;83
10904;Bayard;197
10905;Tw Pub;208
10906;Teacher King's Books;272
10907;Pellucid Press;34
10908;Robert Lew;281
10909;Olympus;109
10910;New Knowledge Library;374
10911;Apache Beach Publications;388
10912;"Psychology; 2";287
10913;Fort Langley, B.C : Children's Studio Books;300
10914;Florida History and Culture (P;338
10915;Seattle, W.T. : C.B. Bagley, printer;231
10916;Augustus m Kelley Pubs;394
10917;Beginnings;135
10918;Ndma Publishing;397
10919;Yellowstone River Pub;219
10920;Hollym International Corporation;166
10921;New York : G. Schirmer;225
10922;Gurze Books;269
10923;Milwaukee : Marquette University Press;50
10924;Coyote Ridge Publishing;362
10925;CNIB, [197-];147
10926;Unity Books;238
10927;Pbc International;360
10928;Hi-Caliber Books;354
10929;Heritage Pressof Pacific;394
10930;Gingko Press Editions;279
10931;Plays;364
10932;Coquitlam, B.C. : Cacanadadada Press;308
10933;Impact Publishers;336
10934;Anagrama;61
10935;London : Duckworth;360
10936;Rolling Home Press;329
10937;Rowohlt Verlag GmbH;59
10938;Buffalo, N.Y. : Prometheus Books;154
10939;New York : Dutton Children's Books;292
10940;Disc Us Books Incorporated;96
10941;Protea Publishing Company;298
10942;Steven Wayne Company;396
10943;Luath Press;362
10944;River Publishers;153
10945;High Point Media Llc;183
10946;Total Class Notes;55
10947;Allan Cole;172
10948;Toronto : Harlequin Books;329
10949;World War Two at Sea;259
10950;Reader's Digest Young Families;167
10951;Seven Goddesses;37
10952;Editoria Record;121
10953;Lighthouse Pub;376
10954;Just Friends;139
10955;New York : Elsevier;268
10956;Hup Lick Publishing (M) S/B;145
10957;London : G. Bles;308
10958;Seven Seas Press;123
10959;Haunted Library Horror Classic;278
10960;phonereader;353
10961;French Bible Society;317
10962;Harvard Univ Office of Career;178
10963;Walhall, N.D. : C.H. Lee;104
10964;Payback Press;89
10965;"Toronto ; Winnipeg : Harlequin Books";185
10966;Spink & Son, Ltd;8
10967;Hodder & Stoughton Limited;92
10968;New York, N.Y. : Avon;382
10969;Software Architecture;144
10970;Manytracks;182
10971;Kiesha'ra (Paperback);355
10972;Complete Letters of Henry Jame;376
10973;Gareth Stevens;391
10974;Appleton & Lange;215
10975;International Institute of Islamic Thought (IIIT);4
10976;Snow Lion Graphics/SLG Books;315
10977;Usborne;370
10978;Academic Publishers;392
10979;Racom Communication;29
10980;BNI Publications;340
10981;Entangled: Scandalous;80
10982;Smiling Warthog Pub;326
10983;Harcourt on Demand;77
10984;Writescope Publishers;164
10985;Tompkins Press;393
10986;Kerri Hawkins;49
10987;Sea Script Company;298
10988;Long Meadow Books;118
10989;Ann Arbor, Mich. : UMI Research Press;307
10990;VM eBooks;200
10991;Apeldoorn : Altiora Averbode;89
10992;Beignet Books;26
10993;Tms;7
10994;"London ; Toronto : Oxford University Press";387
10995;Wolf Keens & Company;271
10996;Heart Link Publications;239
10997;Merril Press;36
10998;Oxford Medical Publications;257
10999;Inland Book Company;263
11000;Traveler's Guide;93
11001;Tringa Press;32
11002;Gambit Publications;100
11003;Sopris West;136
11004;Three Mountain Foundation;135
11005;KHANNA PUBLISHING HOUSE;92
11006;Oral Exam Guide;276
11007;Georgiana Organization Incorporated;121
11008;C Q Press Library Reference;332
11009;Marshall Cavendish Corporation;101
11010;David Bull Publishing;347
11011;Arthur E. Ostrander, Dana Wilson;60
11012;Carroll and Brown;99
11013;Enigma Edizioni;203
11014;Elton-Wolf Publishing;379
11015;Tauris Academic Studies;306
11016;Kiwe Pub;52
11017;International Task Force on Euthanasia &;143
11018;Hero Wars Fiction;305
11019;*A Wiley-QED Publication;129
11020;William Investment Company;126
11021;Specialty Marketing Group;63
11022;Laurier B. McDonald;386
11023;J. A. Allen, Limited;64
11024;Routledge Classics;146
11025;Blue Unicorn Editions;226
11026;Hero Wars;230
11027;LWC Research;197
11028;Montréal : Éditions du CRAM;382
11029;Kiva Publishing;229
11030;Harry Abrams;159
11031;Custer Library;326
11032;B & B Hochberg;42
11033;Wildflower Press;125
11034;Windrow and Greene;43
11035;Glendon Assn;129
11036;Sims Press;196
11037;Epigram Books;330
11038;"New York : Twayne Publishers ; Toronto : Maxwell Macmillan Canada ; New York : Maxwell Macmillan International";166
11039;Lumen Editorial;22
11040;Gateway Publishing Company Limited;229
11041;"London ; New York : Nelson";388
11042;Hodder Murray;184
11043;Galaxy Press (CA);34
11044;Devereux Books;349
11045;First Class Books, Incorporated;33
11046;CRC PressI Llc;121
11047;Flagship Books;257
11048;Scarborough, Ont. : Nelson Canada;29
11049;Taylor Publishing Company (TX);397
11050;Quick Reference Guides (Harves;143
11051;Julia London;53
11052;One Acre Press;331
11053;Guardian Faber Publishing;254
11054;Paw Print Press (SC);224
11055;Pero Thrillers;151
11056;College PressPub Company;12
11057;Needlecraft Shop Incorporated;320
11058;Hierophant Publishing;33
11059;Saddleback Educational Publ;396
11060;McLean K A & C J;101
11061;New York : B. Franklin;196
11062;David Klooz;393
11063;Combined Books;167
11064;London : Hutchinson;298
11065;Widebrim Publishing;142
11066;Pittsburgh, Pa. : Cleis Press;196
11067;Park Lane Enterprises;344
11068;Berlitz;247
11069;Bnai Brith International Continuing;112
11070;Blue Ridge Summit, PA : TAB Books;50
11071;Community Communications Corporation;302
11072;Sea Story Press;168
11073;New York : Barnes and Noble;175
11074;Kama Shastra Society of London and Benares;175
11075;National Assn of Watch & Clock;297
11076;New Generation Publishing;141
11077;[Cambridge, MA] : Suhrkamp/Insel Publishers Boston;68
11078;BI Publications Pvt Ltd;99
11079;Brynmorgen Press;244
11080;Fondo de Cultura Economica, Mexico;120
11081;Thomas Investigative Publications, Incorporated;21
11082;The Alpha Publishing House;388
11083;Standaard Uitgeverij;397
11084;Resource Publications (CA);107
11085;Gray & Company;48
11086;Ampersand;220
11087;Boston : G.K. Hall, c1978-c1984;59
11088;University of Tennessee Press;135
11089;Vault Inc.;361
11090;FLEXquarters.com Limited;149
11091;"Chicago : Lakeside Press ; R.R. Donnelley";57
11092;Dutch Venture Publishing;175
11093;Eden Studios Incorporated;104
11094;News & Letters Committee;373
11095;IntroBooks;107
11096;Mary Ann Hallenborg;278
11097;Odyssey Books;183
11098;Stewart Publishing, Inc.;166
11099;University of Idaho Press;127
11100;International Medical Pub;175
11101;Pine Hill Press;368
11102;Creative Arts Book Company;326
11103;Baltimore, Md. : Genealogical Publishing Company;315
11104;SBPD Publications;219
11105;Spring House Press;319
11106;Soffer Publishing;119
11107;Codes in the Bible;148
11108;Oswald Chambers Library;264
11109;Hungry Horse;62
11110;"New York : New American Library ; London : New English Library";280
11111;Asprs Publications;239
11112;Derek Padula;90
11113;Thomas Investigative Publications Incorporated;382
11114;Tower of Ra Pub;399
11115;Lionheart Pub Incorporated;183
11116;Reality Living Pub.;292
11117;Sadanlaur Publications;230
11118;Impulse Books UK;265
11119;House of White Birches;221
11120;Monica La Porta;263
11121;Mars Magic;371
11122;Grub Street Publishing;300
11123;Kraus International Publications;346
11124;Zebra;292
11125;American Revolutionary War;63
11126;International Medical Publishing;372
11127;New York, Russell;202
11128;Lionx Pub;301
11129;Visionaire Pub;228
11130;Jane Nissen Books;316
11131;Am Press;154
11132;William C. Brown;125
11133;Inspirit Books, LLC;47
11134;Laurel Glen Publishing;94
11135;Lincolnwood, Ill. : National Textbook;389
11136;Boston Little, Brown 1921.;311
11137;Jewish Lights Pub;245
11138;Pandion Enterprises;203
11139;Hot Key Books;196
11140;Wiley Chichester;203
11141;Welcome Rain;266
11142;Business of Life;327
11143;Lionheart Pub;237
11144;Thornhill, Ont. : International Gaming;179
11145;Lawrence Group;277
11146;Providence, Brown U. P;99
